date,home_team,away_team,home_score,away_score
2016-08-23,San Diego Padres,Chicago Cubs,5,3
2016-08-23,Seattle Mariners,New York Yankees,5,1
2016-08-23,St. Louis Cardinals,New York Mets,7,4
2016-08-23,Tampa Bay Rays,Boston Red Sox,2,1
2016-08-23,Toronto Blue Jays,Los Angeles Angels,2,7
2016-08-24,Arizona D'Backs,Atlanta Braves,9,0
2016-08-24,Chicago White Sox,Philadelphia Phillies,5,3
2016-08-24,Cincinnati Reds,Texas Rangers,6,5
2016-08-24,Los Angeles Dodgers,San Francisco Giants,0,1
2016-08-24,Miami Marlins,Kansas City Royals,0,3
2016-08-24,Milwaukee Brewers,Colorado Rockies,1,7
2016-08-24,Minnesota Twins,Detroit Tigers,9,4
2016-08-24,Oakland Athletics,Cleveland Indians,1,5
2016-08-24,Pittsburgh Pirates,Houston Astros,5,4
2016-08-24,San Diego Padres,Chicago Cubs,6,3
2016-08-24,Seattle Mariners,New York Yankees,5,0
2016-08-24,St. Louis Cardinals,New York Mets,1,8
2016-08-24,Tampa Bay Rays,Boston Red Sox,3,4
2016-08-24,Toronto Blue Jays,Los Angeles Angels,8,2
2016-08-24,Washington Nationals,Baltimore Orioles,1,8
2016-08-25,Arizona D'Backs,Atlanta Braves,3,1
2016-08-25,Chicago White Sox,Seattle Mariners,6,7
2016-08-25,Los Angeles Dodgers,San Francisco Giants,4,0
2016-08-25,Miami Marlins,Kansas City Royals,5,2
2016-08-25,Milwaukee Brewers,Pittsburgh Pirates,3,2
2016-08-25,Minnesota Twins,Detroit Tigers,8,5
2016-08-25,St. Louis Cardinals,New York Mets,1,6
2016-08-25,Tampa Bay Rays,Boston Red Sox,1,2
2016-08-25,Texas Rangers,Cleveland Indians,0,9
2016-08-25,Toronto Blue Jays,Los Angeles Angels,6,3
2016-08-25,Washington Nationals,Baltimore Orioles,0,4
2016-08-26,Arizona D'Backs,Cincinnati Reds,3,4
2016-08-26,Boston Red Sox,Kansas City Royals,6,3
2016-08-26,Chicago White Sox,Seattle Mariners,3,1
2016-08-26,Detroit Tigers,Los Angeles Angels,2,4
2016-08-26,Houston Astros,Tampa Bay Rays,4,5
2016-08-26,Los Angeles Dodgers,Chicago Cubs,6,4
2016-08-26,Miami Marlins,San Diego Padres,6,7
2016-08-26,Milwaukee Brewers,Pittsburgh Pirates,5,3
2016-08-26,New York Yankees,Baltimore Orioles,4,4
2016-08-26,New York Mets,Philadelphia Phillies,4,9
2016-08-26,San Francisco Giants,Atlanta Braves,0,7
2016-08-26,St. Louis Cardinals,Oakland Athletics,1,3
2016-08-26,Texas Rangers,Cleveland Indians,1,1
2016-08-26,Toronto Blue Jays,Minnesota Twins,8,5
2016-08-26,Washington Nationals,Colorado Rockies,5,8
2016-08-27,Arizona D'Backs,Cincinnati Reds,1,0
2016-08-27,Boston Red Sox,Kansas City Royals,3,8
2016-08-27,Chicago White Sox,Seattle Mariners,3,9
2016-08-27,Detroit Tigers,Los Angeles Angels,3,2
2016-08-27,Houston Astros,Tampa Bay Rays,2,6
2016-08-27,Los Angeles Dodgers,Chicago Cubs,2,3
2016-08-27,Miami Marlins,San Diego Padres,1,0
2016-08-27,Milwaukee Brewers,Pittsburgh Pirates,9,6
2016-08-27,New York Yankees,Baltimore Orioles,5,3
2016-08-27,New York Mets,Philadelphia Phillies,1,2
2016-08-27,San Francisco Giants,Atlanta Braves,3,1
2016-08-27,St. Louis Cardinals,Oakland Athletics,3,2
2016-08-27,Texas Rangers,Cleveland Indians,0,7
2016-08-27,Toronto Blue Jays,Minnesota Twins,7,8
2016-08-27,Washington Nationals,Colorado Rockies,9,4
2016-08-28,Arizona D'Backs,Cincinnati Reds,2,1
2016-08-28,Boston Red Sox,Kansas City Royals,1,4
2016-08-28,Chicago White Sox,Seattle Mariners,1,4
2016-08-28,Detroit Tigers,Los Angeles Angels,5,0
2016-08-28,Houston Astros,Tampa Bay Rays,1,4
2016-08-28,Los Angeles Dodgers,Chicago Cubs,0,1
2016-08-28,Miami Marlins,San Diego Padres,3,1
2016-08-28,Milwaukee Brewers,Pittsburgh Pirates,3,1
2016-08-28,New York Yankees,Baltimore Orioles,5,0
2016-08-28,New York Mets,Philadelphia Phillies,5,1
2016-08-28,San Francisco Giants,Atlanta Braves,4,3
2016-08-28,St. Louis Cardinals,Oakland Athletics,7,4
2016-08-28,Texas Rangers,Cleveland Indians,1,2
2016-08-28,Toronto Blue Jays,Minnesota Twins,6,9
2016-08-28,Washington Nationals,Colorado Rockies,5,3
2016-08-29,Los Angeles Angels,Cincinnati Reds,2,9
2016-08-29,Baltimore Orioles,Toronto Blue Jays,5,1
2016-08-29,Boston Red Sox,Tampa Bay Rays,4,9
2016-08-29,Chicago Cubs,Pittsburgh Pirates,7,8
2016-08-29,Cleveland Indians,Minnesota Twins,0,1
2016-08-29,Colorado Rockies,Los Angeles Dodgers,1,8
2016-08-29,Detroit Tigers,Chicago White Sox,3,4
2016-08-29,Houston Astros,Oakland Athletics,0,6
2016-08-29,Kansas City Royals,New York Yankees,5,8
2016-08-29,Milwaukee Brewers,St. Louis Cardinals,6,5
2016-08-29,New York Mets,Miami Marlins,1,2
2016-08-29,Philadelphia Phillies,Washington Nationals,4,0
2016-08-29,Texas Rangers,Seattle Mariners,3,6
2016-08-30,Los Angeles Angels,Cincinnati Reds,2,4
2016-08-30,Atlanta Braves,San Diego Padres,3,7
2016-08-30,Baltimore Orioles,Toronto Blue Jays,3,5
2016-08-30,Boston Red Sox,Tampa Bay Rays,4,3
2016-08-30,Chicago Cubs,Pittsburgh Pirates,0,3
2016-08-30,Cleveland Indians,Minnesota Twins,4,5
2016-08-30,Detroit Tigers,Chicago White Sox,4,8
2016-08-30,Houston Astros,Oakland Athletics,1,3
2016-08-30,Kansas City Royals,New York Yankees,5,4
2016-08-30,Milwaukee Brewers,St. Louis Cardinals,2,1
2016-08-30,New York Mets,Miami Marlins,4,7
2016-08-30,Philadelphia Phillies,Washington Nationals,3,2
2016-08-30,San Francisco Giants,Arizona D'Backs,4,3
2016-08-30,Texas Rangers,Seattle Mariners,7,8
2016-08-31,Los Angeles Angels,Cincinnati Reds,0,3
2016-08-31,Atlanta Braves,San Diego Padres,1,8
2016-08-31,Baltimore Orioles,Toronto Blue Jays,5,3
2016-08-31,Boston Red Sox,Tampa Bay Rays,6,8
2016-08-31,Chicago Cubs,Pittsburgh Pirates,5,6
2016-08-31,Cleveland Indians,Minnesota Twins,4,8
2016-08-31,Colorado Rockies,Los Angeles Dodgers,0,7
2016-08-31,Colorado Rockies,Los Angeles Dodgers,1,8
2016-08-31,Detroit Tigers,Chicago White Sox,2,3
2016-08-31,Houston Astros,Oakland Athletics,3,4
2016-08-31,Kansas City Royals,New York Yankees,5,4
2016-08-31,Milwaukee Brewers,St. Louis Cardinals,1,3
2016-08-31,New York Mets,Miami Marlins,2,5
2016-08-31,Philadelphia Phillies,Washington Nationals,2,1
2016-08-31,San Francisco Giants,Arizona D'Backs,2,4
2016-08-31,Texas Rangers,Seattle Mariners,1,4
2016-09-01,Atlanta Braves,San Diego Padres,6,9
2016-09-01,Chicago Cubs,San Francisco Giants,4,5
2016-09-01,Minnesota Twins,Chicago White Sox,5,8
2016-09-01,New York Mets,Miami Marlins,6,4
2016-09-02,Baltimore Orioles,New York Yankees,0,8
2016-09-02,Chicago Cubs,San Francisco Giants,1,2
2016-09-02,Cincinnati Reds,St. Louis Cardinals,2,3
2016-09-02,Cleveland Indians,Miami Marlins,2,6
2016-09-02,Colorado Rockies,Arizona D'Backs,7,4
2016-09-02,Kansas City Royals,Detroit Tigers,7,6
2016-09-02,Los Angeles Dodgers,San Diego Padres,4,2
2016-09-02,Minnesota Twins,Chicago White Sox,1,4
2016-09-02,New York Mets,Washington Nationals,4,1
2016-09-02,Oakland Athletics,Boston Red Sox,1,2
2016-09-02,Philadelphia Phillies,Atlanta Braves,8,4
2016-09-02,Pittsburgh Pirates,Milwaukee Brewers,1,0
2016-09-02,Seattle Mariners,Los Angeles Angels,8,1
2016-09-02,Tampa Bay Rays,Toronto Blue Jays,3,8
2016-09-02,Texas Rangers,Houston Astros,8,0
2016-09-03,Baltimore Orioles,New York Yankees,0,2
2016-09-03,Chicago Cubs,San Francisco Giants,3,2
2016-09-03,Cincinnati Reds,St. Louis Cardinals,1,9
2016-09-03,Cleveland Indians,Miami Marlins,3,8
2016-09-03,Colorado Rockies,Arizona D'Backs,9,4
2016-09-03,Kansas City Royals,Detroit Tigers,2,5
2016-09-03,Los Angeles Dodgers,San Diego Padres,1,5
2016-09-03,Minnesota Twins,Chicago White Sox,3,1
2016-09-03,New York Mets,Washington Nationals,1,3
2016-09-03,Oakland Athletics,Boston Red Sox,1,2
2016-09-03,Philadelphia Phillies,Atlanta Braves,6,4
2016-09-03,Pittsburgh Pirates,Milwaukee Brewers,7,4
2016-09-03,Seattle Mariners,Los Angeles Angels,1,3
2016-09-03,Tampa Bay Rays,Toronto Blue Jays,5,7
2016-09-03,Texas Rangers,Houston Astros,4,2
2016-09-04,Baltimore Orioles,New York Yankees,5,2
2016-09-04,Chicago Cubs,San Francisco Giants,2,3
2016-09-04,Cincinnati Reds,St. Louis Cardinals,5,2
2016-09-04,Cleveland Indians,Miami Marlins,5,6
2016-09-04,Colorado Rockies,Arizona D'Backs,8,5
2016-09-04,Kansas City Royals,Detroit Tigers,6,5
2016-09-04,Los Angeles Dodgers,San Diego Padres,4,7
2016-09-04,Minnesota Twins,Chicago White Sox,1,1
2016-09-04,New York Mets,Washington Nationals,1,5
2016-09-04,Oakland Athletics,Boston Red Sox,0,1
2016-09-04,Philadelphia Phillies,Atlanta Braves,2,0
2016-09-04,Pittsburgh Pirates,Milwaukee Brewers,1,0
2016-09-04,Seattle Mariners,Los Angeles Angels,4,2
2016-09-04,Tampa Bay Rays,Toronto Blue Jays,5,3
2016-09-04,Texas Rangers,Houston Astros,7,6
2016-09-05,Chicago White Sox,Detroit Tigers,5,3
2016-09-05,Cincinnati Reds,New York Mets,5,0
2016-09-05,Cleveland Indians,Houston Astros,6,2
2016-09-05,Colorado Rockies,San Francisco Giants,0,6
2016-09-05,Los Angeles Dodgers,Arizona D'Backs,2,0
2016-09-05,Miami Marlins,Philadelphia Phillies,6,2
2016-09-05,Milwaukee Brewers,Chicago Cubs,7,2
2016-09-05,Minnesota Twins,Kansas City Royals,1,5
2016-09-05,New York Yankees,Toronto Blue Jays,3,5
2016-09-05,Oakland Athletics,Los Angeles Angels,1,7
2016-09-05,Pittsburgh Pirates,St. Louis Cardinals,1,6
2016-09-05,San Diego Padres,Boston Red Sox,1,2
2016-09-05,Seattle Mariners,Texas Rangers,6,4
2016-09-05,Tampa Bay Rays,Baltimore Orioles,7,3
2016-09-05,Washington Nationals,Atlanta Braves,4,6
2016-09-06,Chicago White Sox,Detroit Tigers,0,2
2016-09-06,Cincinnati Reds,New York Mets,5,3
2016-09-06,Cleveland Indians,Houston Astros,4,3
2016-09-06,Colorado Rockies,San Francisco Giants,3,2
2016-09-06,Los Angeles Dodgers,Arizona D'Backs,2,5
2016-09-06,Miami Marlins,Philadelphia Phillies,4,3
2016-09-06,Milwaukee Brewers,Chicago Cubs,5,2
2016-09-06,Minnesota Twins,Kansas City Royals,1,3
2016-09-06,New York Yankees,Toronto Blue Jays,6,7
2016-09-06,Oakland Athletics,Los Angeles Angels,2,3
2016-09-06,Pittsburgh Pirates,St. Louis Cardinals,9,7
2016-09-06,San Diego Padres,Boston Red Sox,5,1
2016-09-06,Seattle Mariners,Texas Rangers,1,7
2016-09-06,Tampa Bay Rays,Baltimore Orioles,1,2
2016-09-06,Washington Nationals,Atlanta Braves,7,9
2016-09-07,Chicago White Sox,Detroit Tigers,4,7
2016-09-07,Cincinnati Reds,New York Mets,6,3
2016-09-07,Cleveland Indians,Houston Astros,5,6
2016-09-07,Colorado Rockies,San Francisco Giants,5,6
2016-09-07,Los Angeles Dodgers,Arizona D'Backs,1,3
2016-09-07,Miami Marlins,Philadelphia Phillies,0,6
2016-09-07,Milwaukee Brewers,Chicago Cubs,1,2
2016-09-07,Minnesota Twins,Kansas City Royals,5,6
2016-09-07,New York Yankees,Toronto Blue Jays,0,2
2016-09-07,Oakland Athletics,Los Angeles Angels,1,4
2016-09-07,Pittsburgh Pirates,St. Louis Cardinals,3,4
2016-09-07,San Diego Padres,Boston Red Sox,7,2
2016-09-07,Seattle Mariners,Texas Rangers,3,8
2016-09-07,Tampa Bay Rays,Baltimore Orioles,6,7
2016-09-07,Washington Nationals,Atlanta Braves,4,5
2016-09-08,Cleveland Indians,Houston Astros,7,0
2016-09-08,New York Yankees,Tampa Bay Rays,4,5
2016-09-08,Pittsburgh Pirates,Cincinnati Reds,1,4
2016-09-08,San Diego Padres,Colorado Rockies,1,4
2016-09-08,Seattle Mariners,Texas Rangers,3,6
2016-09-08,St. Louis Cardinals,Milwaukee Brewers,1,5
2016-09-08,Washington Nationals,Philadelphia Phillies,4,1
2016-09-09,Los Angeles Angels,Texas Rangers,2,1
2016-09-09,Arizona D'Backs,San Francisco Giants,7,6
2016-09-09,Atlanta Braves,New York Mets,6,4
2016-09-09,Chicago White Sox,Kansas City Royals,2,7
2016-09-09,Detroit Tigers,Baltimore Orioles,3,4
2016-09-09,Houston Astros,Chicago Cubs,2,0
2016-09-09,Miami Marlins,Los Angeles Dodgers,1,4
2016-09-09,Minnesota Twins,Cleveland Indians,5,4
2016-09-09,New York Yankees,Tampa Bay Rays,5,7
2016-09-09,Oakland Athletics,Seattle Mariners,3,2
2016-09-09,Pittsburgh Pirates,Cincinnati Reds,4,3
2016-09-09,San Diego Padres,Colorado Rockies,4,1
2016-09-09,St. Louis Cardinals,Milwaukee Brewers,3,4
2016-09-09,Toronto Blue Jays,Boston Red Sox,1,3
2016-09-09,Washington Nationals,Philadelphia Phillies,4,5
2016-09-10,Los Angeles Angels,Texas Rangers,8,5
2016-09-10,Arizona D'Backs,San Francisco Giants,1,3
2016-09-10,Atlanta Braves,New York Mets,3,4
2016-09-10,Chicago White Sox,Kansas City Royals,6,5
2016-09-10,Detroit Tigers,Baltimore Orioles,1,3
2016-09-10,Houston Astros,Chicago Cubs,1,2
2016-09-10,Miami Marlins,Los Angeles Dodgers,5,0
2016-09-10,Minnesota Twins,Cleveland Indians,1,2
2016-09-10,New York Yankees,Tampa Bay Rays,1,5
2016-09-10,Oakland Athletics,Seattle Mariners,1,3
2016-09-10,Pittsburgh Pirates,Cincinnati Reds,8,7
2016-09-10,San Diego Padres,Colorado Rockies,3,6
2016-09-10,St. Louis Cardinals,Milwaukee Brewers,1,5
2016-09-10,Toronto Blue Jays,Boston Red Sox,2,3
2016-09-10,Washington Nationals,Philadelphia Phillies,0,3
2016-09-11,Los Angeles Angels,Texas Rangers,2,3
2016-09-11,Arizona D'Backs,San Francisco Giants,5,3
2016-09-11,Atlanta Braves,New York Mets,1,3
2016-09-11,Chicago White Sox,Kansas City Royals,2,0
2016-09-11,Detroit Tigers,Baltimore Orioles,3,1
2016-09-11,Houston Astros,Chicago Cubs,9,5
2016-09-11,Miami Marlins,Los Angeles Dodgers,0,3
2016-09-11,Minnesota Twins,Cleveland Indians,7,1
2016-09-11,New York Yankees,Tampa Bay Rays,4,2
2016-09-11,Oakland Athletics,Seattle Mariners,3,2
2016-09-11,Pittsburgh Pirates,Cincinnati Reds,8,0
2016-09-11,San Diego Padres,Colorado Rockies,3,2
2016-09-11,St. Louis Cardinals,Milwaukee Brewers,2,1
2016-09-11,Toronto Blue Jays,Boston Red Sox,1,8
2016-09-11,Washington Nationals,Philadelphia Phillies,2,3
2016-09-12,Los Angeles Angels,Seattle Mariners,8,1
2016-09-12,Arizona D'Backs,Colorado Rockies,9,2
2016-09-12,Atlanta Braves,Miami Marlins,7,2
2016-09-12,Boston Red Sox,Baltimore Orioles,2,2
2016-09-12,Chicago White Sox,Cleveland Indians,4,1
2016-09-12,Cincinnati Reds,Milwaukee Brewers,0,3
2016-09-12,Detroit Tigers,Minnesota Twins,2,4
2016-09-12,Houston Astros,Texas Rangers,4,3
2016-09-12,Kansas City Royals,Oakland Athletics,1,3
2016-09-12,New York Yankees,Los Angeles Dodgers,8,2
2016-09-12,Philadelphia Phillies,Pittsburgh Pirates,2,6
2016-09-12,San Francisco Giants,San Diego Padres,4,0
2016-09-12,St. Louis Cardinals,Chicago Cubs,4,1
2016-09-12,Toronto Blue Jays,Tampa Bay Rays,2,3
2016-09-12,Washington Nationals,New York Mets,1,8
2016-09-13,Los Angeles Angels,Seattle Mariners,8,0
2016-09-13,Arizona D'Backs,Colorado Rockies,4,1
2016-09-13,Atlanta Braves,Miami Marlins,7,5
2016-09-13,Boston Red Sox,Baltimore Orioles,6,3
2016-09-13,Chicago White Sox,Cleveland Indians,1,8
2016-09-13,Cincinnati Reds,Milwaukee Brewers,4,6
2016-09-13,Detroit Tigers,Minnesota Twins,8,1
2016-09-13,Houston Astros,Texas Rangers,3,2
2016-09-13,Kansas City Royals,Oakland Athletics,5,4
2016-09-13,New York Yankees,Los Angeles Dodgers,0,3
2016-09-13,Philadelphia Phillies,Pittsburgh Pirates,5,3
2016-09-13,San Francisco Giants,San Diego Padres,6,4
2016-09-13,St. Louis Cardinals,Chicago Cubs,2,4
2016-09-13,Toronto Blue Jays,Tampa Bay Rays,6,2
2016-09-13,Washington Nationals,New York Mets,4,3
2016-09-14,Los Angeles Angels,Seattle Mariners,2,1
2016-09-14,Arizona D'Backs,Colorado Rockies,6,1
2016-09-14,Atlanta Braves,Miami Marlins,7,5
2016-09-14,Boston Red Sox,Baltimore Orioles,1,0
2016-09-14,Chicago White Sox,Cleveland Indians,6,1
2016-09-14,Cincinnati Reds,Milwaukee Brewers,7,0
2016-09-14,Detroit Tigers,Minnesota Twins,6,9
2016-09-14,Houston Astros,Texas Rangers,4,8
2016-09-14,Kansas City Royals,Oakland Athletics,8,0
2016-09-14,New York Yankees,Los Angeles Dodgers,2,0
2016-09-14,Philadelphia Phillies,Pittsburgh Pirates,2,6
2016-09-14,San Francisco Giants,San Diego Padres,3,1
2016-09-14,St. Louis Cardinals,Chicago Cubs,7,0
2016-09-14,Toronto Blue Jays,Tampa Bay Rays,8,1
2016-09-14,Washington Nationals,New York Mets,0,1
2016-09-15,Los Angeles Angels,Toronto Blue Jays,7,2
2016-09-15,Arizona D'Backs,Los Angeles Dodgers,3,7
2016-09-15,Baltimore Orioles,Tampa Bay Rays,7,6
2016-09-15,Boston Red Sox,New York Yankees,5,7
2016-09-15,Chicago White Sox,Cleveland Indians,1,2
2016-09-15,Chicago Cubs,Milwaukee Brewers,5,4
2016-09-15,Detroit Tigers,Minnesota Twins,5,1
2016-09-15,Kansas City Royals,Oakland Athletics,1,5
2016-09-15,Philadelphia Phillies,Pittsburgh Pirates,1,2
2016-09-15,San Francisco Giants,St. Louis Cardinals,2,6
2016-09-16,Los Angeles Angels,Toronto Blue Jays,5,0
2016-09-16,Arizona D'Backs,Los Angeles Dodgers,3,2
2016-09-16,Atlanta Braves,Washington Nationals,7,2
2016-09-16,Baltimore Orioles,Tampa Bay Rays,4,5
2016-09-16,Boston Red Sox,New York Yankees,4,7
2016-09-16,Chicago Cubs,Milwaukee Brewers,4,5
2016-09-16,Cincinnati Reds,Pittsburgh Pirates,9,7
2016-09-16,Cleveland Indians,Detroit Tigers,4,1
2016-09-16,Colorado Rockies,San Diego Padres,7,8
2016-09-16,Kansas City Royals,Chicago White Sox,7,4
2016-09-16,New York Mets,Minnesota Twins,0,3
2016-09-16,Philadelphia Phillies,Miami Marlins,3,4
2016-09-16,Seattle Mariners,Houston Astros,6,0
2016-09-16,San Francisco Giants,St. Louis Cardinals,2,8
2016-09-16,Texas Rangers,Oakland Athletics,6,7
2016-09-17,Los Angeles Angels,Toronto Blue Jays,1,6
2016-09-17,Arizona D'Backs,Los Angeles Dodgers,6,2
2016-09-17,Atlanta Braves,Washington Nationals,3,7
2016-09-17,Baltimore Orioles,Tampa Bay Rays,5,2
2016-09-17,Boston Red Sox,New York Yankees,5,6
2016-09-17,Chicago Cubs,Milwaukee Brewers,1,3
2016-09-17,Cincinnati Reds,Pittsburgh Pirates,1,4
2016-09-17,Cincinnati Reds,Pittsburgh Pirates,7,3
2016-09-17,Cleveland Indians,Detroit Tigers,0,1
2016-09-17,Colorado Rockies,San Diego Padres,0,8
2016-09-17,Kansas City Royals,Chicago White Sox,2,3
2016-09-17,New York Mets,Minnesota Twins,2,3
2016-09-17,Philadelphia Phillies,Miami Marlins,0,8
2016-09-17,Seattle Mariners,Houston Astros,2,1
2016-09-17,San Francisco Giants,St. Louis Cardinals,3,2
2016-09-17,Texas Rangers,Oakland Athletics,1,2
2016-09-18,Los Angeles Angels,Toronto Blue Jays,0,4
2016-09-18,Arizona D'Backs,Los Angeles Dodgers,9,0
2016-09-18,Atlanta Braves,Washington Nationals,2,6
2016-09-18,Baltimore Orioles,Tampa Bay Rays,1,2
2016-09-18,Boston Red Sox,New York Yankees,4,5
2016-09-18,Chicago Cubs,Milwaukee Brewers,3,1
2016-09-18,Cincinnati Reds,Pittsburgh Pirates,4,7
2016-09-18,Cleveland Indians,Detroit Tigers,9,5
2016-09-18,Colorado Rockies,San Diego Padres,3,6
2016-09-18,Kansas City Royals,Chicago White Sox,3,0
2016-09-18,New York Mets,Minnesota Twins,2,3
2016-09-18,Philadelphia Phillies,Miami Marlins,5,4
2016-09-18,Seattle Mariners,Houston Astros,3,7
2016-09-18,San Francisco Giants,St. Louis Cardinals,3,0
2016-09-18,Texas Rangers,Oakland Athletics,5,2
2016-09-19,Baltimore Orioles,Boston Red Sox,5,2
2016-09-19,Chicago Cubs,Cincinnati Reds,2,5
2016-09-19,Colorado Rockies,St. Louis Cardinals,5,3
2016-09-19,Kansas City Royals,Chicago White Sox,3,8
2016-09-19,Los Angeles Dodgers,San Francisco Giants,1,2
2016-09-19,Miami Marlins,Washington Nationals,3,4
2016-09-19,New York Mets,Atlanta Braves,7,3
2016-09-19,Oakland Athletics,Houston Astros,4,2
2016-09-19,San Diego Padres,Arizona D'Backs,2,3
2016-09-19,Seattle Mariners,Toronto Blue Jays,3,2
2016-09-19,Texas Rangers,Los Angeles Angels,2,3
2016-09-20,Baltimore Orioles,Boston Red Sox,5,2
2016-09-20,Chicago Cubs,Cincinnati Reds,1,6
2016-09-20,Cleveland Indians,Kansas City Royals,1,2
2016-09-20,Colorado Rockies,St. Louis Cardinals,1,5
2016-09-20,Los Angeles Dodgers,San Francisco Giants,2,0
2016-09-20,Miami Marlins,Washington Nationals,0,1
2016-09-20,Milwaukee Brewers,Pittsburgh Pirates,6,3
2016-09-20,Minnesota Twins,Detroit Tigers,8,1
2016-09-20,New York Mets,Atlanta Braves,5,4
2016-09-20,Oakland Athletics,Houston Astros,2,1
2016-09-20,Philadelphia Phillies,Chicago White Sox,6,7
2016-09-20,San Diego Padres,Arizona D'Backs,2,5
2016-09-20,Seattle Mariners,Toronto Blue Jays,1,2
2016-09-20,Tampa Bay Rays,New York Yankees,5,3
2016-09-20,Texas Rangers,Los Angeles Angels,4,5
2016-09-21,Baltimore Orioles,Boston Red Sox,5,1
2016-09-21,Chicago Cubs,Cincinnati Reds,2,9
2016-09-21,Cleveland Indians,Kansas City Royals,3,4
2016-09-21,Colorado Rockies,St. Louis Cardinals,1,1
2016-09-21,Los Angeles Dodgers,San Francisco Giants,3,9
2016-09-21,Miami Marlins,Washington Nationals,8,3
2016-09-21,Milwaukee Brewers,Pittsburgh Pirates,4,1
2016-09-21,New York Mets,Atlanta Braves,4,3
2016-09-21,Oakland Athletics,Houston Astros,6,5
2016-09-21,Philadelphia Phillies,Chicago White Sox,3,8
2016-09-21,San Diego Padres,Arizona D'Backs,3,2
2016-09-21,Seattle Mariners,Toronto Blue Jays,1,2
2016-09-21,Tampa Bay Rays,New York Yankees,1,5
2016-09-21,Texas Rangers,Los Angeles Angels,5,4
2016-09-22,Baltimore Orioles,Boston Red Sox,5,3
2016-09-22,Cleveland Indians,Kansas City Royals,2,5
2016-09-22,Houston Astros,Los Angeles Angels,2,0
2016-09-22,Los Angeles Dodgers,Colorado Rockies,4,7
2016-09-22,Miami Marlins,Atlanta Braves,6,3
2016-09-22,Milwaukee Brewers,Pittsburgh Pirates,1,3
2016-09-22,Minnesota Twins,Detroit Tigers,9,2
2016-09-22,Minnesota Twins,Detroit Tigers,4,2
2016-09-22,New York Mets,Philadelphia Phillies,8,9
2016-09-22,San Diego Padres,San Francisco Giants,2,1
2016-09-22,Tampa Bay Rays,New York Yankees,0,2
2016-09-23,Baltimore Orioles,Arizona D'Backs,2,3
2016-09-23,Chicago Cubs,St. Louis Cardinals,0,5
2016-09-23,Cleveland Indians,Chicago White Sox,4,0
2016-09-23,Detroit Tigers,Kansas City Royals,3,8
2016-09-23,Houston Astros,Los Angeles Angels,1,6
2016-09-23,Los Angeles Dodgers,Colorado Rockies,2,5
2016-09-23,Miami Marlins,Atlanta Braves,3,2
2016-09-23,Milwaukee Brewers,Cincinnati Reds,4,5
2016-09-23,Minnesota Twins,Seattle Mariners,1,1
2016-09-23,New York Mets,Philadelphia Phillies,5,0
2016-09-23,Oakland Athletics,Texas Rangers,3,0
2016-09-23,Pittsburgh Pirates,Washington Nationals,5,6
2016-09-23,San Diego Padres,San Francisco Giants,2,7
2016-09-23,Tampa Bay Rays,Boston Red Sox,2,1
2016-09-23,Toronto Blue Jays,New York Yankees,0,9
2016-09-24,Baltimore Orioles,Arizona D'Backs,1,6
2016-09-24,Chicago Cubs,St. Louis Cardinals,1,4
2016-09-24,Cleveland Indians,Chicago White Sox,8,1
2016-09-24,Detroit Tigers,Kansas City Royals,7,4
2016-09-24,Houston Astros,Los Angeles Angels,1,4
2016-09-24,Los Angeles Dodgers,Colorado Rockies,1,4
2016-09-24,Miami Marlins,Atlanta Braves,4,6
2016-09-24,Milwaukee Brewers,Cincinnati Reds,6,1
2016-09-24,Minnesota Twins,Seattle Mariners,2,3
