last_name, first_name,player_id,year,player_age,p_game,p_formatted_ip,p_total_pa,p_ab,p_total_hits,p_single,p_double,p_triple,p_home_run,p_strikeout,p_walk,p_k_percent,p_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,p_earned_run,p_run,p_save,p_blown_save,p_win,p_loss,p_era,p_opp_batting_avg,xba,xslg,woba,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,n_sl_formatted,sl_avg_speed,sl_avg_spin,n_ch_formatted,ch_avg_speed,ch_avg_spin,n_cukc_formatted,cu_avg_speed,cu_avg_spin,n_sift_formatted,si_avg_speed,si_avg_spin,n_fc_formatted,fc_avg_speed,fc_avg_spin,n_fs_formatted,fs_avg_speed,fs_avg_spin,n_kn_formatted,kn_avg_speed,kn_avg_spin,
Stashak, Cody,664054,2019,25,18,25.0,104,101,29,17,8,1,3,25,1,24.0,1.0,.287,.475,.298,.773,9,9,0,0,0,1,3.24,.287,.251,.488,.320,.309,.263,.237,89.8,23.5,42.9,13,367,54,91.7,2241,39,82.2,2222,7.1,85.4,1477,,,,,,,,,,,,,,,,
Gonsolin, Tony,664062,2019,25,11,40.0,163,146,26,13,9,0,4,37,15,22.7,9.2,.178,.322,.258,.580,13,15,1,1,4,2,2.93,.178,.220,.373,.252,.293,.296,.153,88.6,15.8,29.1,2.7,693,47.9,93.6,2456,16.9,88,2553,,,,10.1,80.5,2657,,,,,,,25.1,86.6,1998,,,,
Fairbanks, Pete,664126,2019,26,21,21.0,99,89,25,13,7,0,5,28,10,28.3,10.1,.281,.528,.354,.882,16,20,2,0,2,3,6.86,.281,.277,.469,.368,.349,.350,.191,91.4,9.2,41,8.2,387,43.9,97.4,2393,56.1,89.9,2239,,,,,,,,,,,,,,,,,,,
Hartlieb, Geoff,664129,2019,26,29,35.0,171,148,52,32,10,2,8,38,18,22.2,10.5,.351,.608,.409,1.017,35,35,0,0,0,1,9.00,.351,.299,.507,.418,.369,.367,.208,90.4,8.8,33.9,9.6,651,39.9,96.4,2479,20.7,85.2,2511,9.8,90.1,2059,,,,29.5,95,2414,,,,,,,,,,
Gibaut, Ian,664139,2019,26,10,14.1,64,51,12,7,4,0,1,16,10,25.0,15.6,.235,.373,.359,.732,9,9,0,0,1,1,5.65,.235,.249,.396,.315,.346,.382,.147,92.5,14.3,32.4,5.4,269,56.5,95.2,2056,22.3,87.6,2233,21.2,85.7,2082,,,,,,,,,,,,,,,,
Bergen, Travis,664157,2019,26,21,19.2,85,75,18,7,7,0,4,18,9,21.2,10.6,.240,.493,.329,.823,12,12,0,0,2,0,5.49,.240,.301,.572,.336,.393,.383,.271,90.9,15.5,35.1,12.3,375,68.8,90.5,2112,,,,3.5,85.9,1737,27.7,78.5,2673,,,,,,,,,,,,,
Hall, Matt,664180,2019,26,16,23.1,113,97,28,20,3,1,4,27,15,23.9,13.3,.289,.464,.389,.853,20,20,0,1,0,1,7.71,.289,.254,.460,.364,.349,.359,.206,88,10.2,38.6,10,501,66.3,90.5,2303,5.4,81.7,2895,3.4,82.2,1801,24,76.7,2927,,,,1,84,2788,,,,,,,
Lucchesi, Joey,664192,2019,26,30,163.2,686,619,144,86,32,3,23,158,56,23.0,8.2,.233,.405,.294,.700,76,78,0,0,10,10,4.18,.233,.227,.393,.298,.298,.294,.166,88.3,11.4,30.9,7.4,2641,,,,,,,,,,35.1,78.9,2091,51.3,90.1,2215,13.6,90.5,2232,,,,,,,
Anderson, Tanner,664196,2019,26,5,22.1,105,97,30,24,2,0,4,18,7,17.1,6.7,.309,.454,.352,.806,15,16,0,0,0,3,6.04,.309,.286,.526,.342,.359,.334,.241,88.6,8.1,27.8,11.4,422,12.8,92.2,2193,18,84.9,2434,9.2,87.5,1715,,,,58.3,92.6,2248,1.7,88.8,2401,,,,,,,
Clarke, Taylor,664199,2019,26,23,84.2,369,327,86,42,17,4,23,68,30,18.4,8.1,.263,.550,.331,.881,50,55,1,0,5,5,5.31,.263,.255,.509,.361,.352,.326,.253,89.3,16,30.6,12.1,1511,45.9,93.7,2316,25.4,85.3,2227,11.8,86.8,1520,9.7,79.3,2484,7.3,93.1,2166,,,,,,,,,,
Maton III, Phil,664208,2019,26,30,36.2,163,147,38,20,10,1,7,33,12,20.2,7.4,.259,.483,.319,.802,25,27,0,0,0,0,6.14,.259,.266,.421,.338,.324,.330,.156,86.8,11.6,37.1,5.2,608,57.2,91,2583,,,,,,,21.5,77.4,2764,,,,21.2,84.4,2844,,,,,,,
Valdez, Framber,664285,2019,26,26,70.2,329,277,74,51,13,1,9,68,44,20.7,13.4,.267,.419,.371,.790,46,51,0,0,4,7,5.86,.267,.243,.363,.342,.322,.352,.120,89.5,-1.3,24.9,5.2,1175,18,94.2,2228,,,,6.6,88.6,1802,34.2,79.4,2960,41.2,92.6,2176,,,,,,,,,,
Urquidy, Jose,664353,2019,24,9,41.0,167,158,38,24,8,0,6,40,7,24.0,4.2,.241,.405,.269,.675,18,18,0,0,2,1,3.95,.241,.234,.436,.285,.296,.266,.202,87,17.8,35.8,10,693,47.3,93.2,2305,17.2,82.8,2581,25.7,84.3,2162,9.8,79,2592,,,,,,,,,,,,,
Helsley, Ryan,664854,2019,25,24,36.2,153,139,34,19,9,1,5,32,12,20.9,7.8,.245,.432,.301,.732,12,13,0,1,2,0,2.95,.245,.237,.400,.304,.294,.296,.164,88.2,17.9,34.9,6.4,577,56.8,97.8,2510,,,,2.8,87.7,1621,8.7,80.9,2421,,,,31.7,88.8,2476,,,,,,,
Adams, Chance,664856,2019,25,13,25.1,124,111,39,20,12,0,7,23,11,18.5,8.9,.351,.649,.419,1.068,24,25,1,2,1,1,8.53,.351,.265,.498,.440,.355,.342,.232,89.9,15.6,31.8,11.4,493,57.2,91.6,2444,17.2,83.4,2986,7.5,85.7,1892,17,79,2897,1,92.7,2458,,,,,,,,,,
Dowdy, Kyle,664871,2019,26,13,22.1,110,88,26,18,4,0,4,17,18,15.5,16.4,.295,.477,.409,.886,18,20,0,1,2,1,7.25,.295,.296,.491,.377,.393,.422,.194,90.6,9.6,40.5,8.1,438,67.4,95.2,2046,14.8,87.1,2181,3.9,85.4,1708,13.9,78.1,2477,,,,,,,,,,,,,
Grotz, Zac,665093,2019,26,14,17.1,73,63,14,11,3,0,0,18,8,24.7,11.0,.222,.270,.315,.585,8,9,0,0,1,0,4.15,.222,.241,.304,.261,.287,.333,.063,89.4,2.5,30.4,2.2,299,36.1,92.2,2001,8.7,87.7,2184,,,,2.7,81.3,2406,12,91,1836,,,,40.5,82.3,1025,,,,
Dugger, Robert,667498,2019,24,7,34.1,156,130,33,18,8,1,6,25,17,16.0,10.9,.254,.469,.353,.822,22,26,0,0,0,4,5.77,.254,.265,.471,.345,.355,.365,.206,90,15.5,35.8,6.4,568,34.5,90.3,2191,24.3,79.1,2311,3.2,79.2,1454,13.2,72.8,2350,24.8,89.3,2070,,,,,,,,,,
Plesac, Zach,668676,2019,24,21,115.2,475,430,102,56,25,2,19,88,40,18.5,8.4,.237,.437,.305,.742,49,52,0,0,8,6,3.81,.237,.273,.476,.315,.347,.339,.203,89.6,14.4,36.3,8.1,1892,50.6,93.9,2133,18.8,84.9,2028,20.6,85.8,1543,10,79.4,1955,,,,,,,,,,,,,
Gallen, Zac,668678,2019,24,15,80.0,334,293,62,37,16,1,8,96,36,28.7,10.8,.212,.355,.305,.660,25,26,0,0,3,6,2.81,.212,.213,.355,.287,.290,.307,.141,87,13.7,32.8,5.6,1387,47.6,92.9,2370,,,,15.9,85,1499,18.9,79.2,2404,2.2,92.8,2255,15.4,87,2329,,,,,,,
Wilson, Bryse,669060,2019,22,6,20.0,93,81,26,10,10,1,5,16,10,17.2,10.8,.321,.654,.387,1.041,16,18,0,0,1,1,7.20,.321,.285,.513,.426,.368,.363,.228,91.4,18.8,32.8,9,356,66.6,94.7,2225,6.7,86.6,2322,13.5,84.9,1765,7.9,79.8,2286,5.3,93,2097,,,,,,,,,,
May, Dustin,669160,2019,22,14,34.2,141,132,33,25,6,0,2,32,5,22.7,3.5,.250,.341,.298,.639,14,17,0,1,2,3,3.63,.250,.253,.399,.278,.303,.301,.146,86.8,8.2,34,6,566,6.7,95.7,2442,,,,1.1,86.3,1815,10.6,83,3058,50.5,96,2412,31.1,90.8,2746,,,,,,,
Burnes, Corbin,669203,2019,25,32,49.0,235,212,70,42,11,0,17,70,20,29.8,8.5,.330,.623,.383,1.006,48,52,1,0,1,5,8.82,.330,.274,.508,.417,.357,.337,.234,90,10.5,35.9,11.7,887,52.5,95.2,2656,31,87.9,2850,4.1,90.8,1854,7.8,80.9,2853,3.7,95.7,2688,0.9,92.6,2928,,,,,,,
Menez, Conner,669214,2019,24,8,17.0,73,59,13,7,2,0,4,22,12,30.1,16.4,.220,.458,.342,.800,10,10,0,0,0,1,5.29,.220,.197,.394,.341,.330,.337,.197,87.1,25.2,38.5,12.8,317,61.2,91.2,2349,17,84.5,2215,13.6,82.7,1563,8.2,80,2417,,,,,,,,,,,,,
Bieber, Shane,669456,2019,24,34,214.1,859,810,186,117,37,1,31,259,40,30.2,4.7,.230,.393,.270,.663,78,86,0,0,15,8,3.28,.230,.231,.411,.280,.290,.272,.180,90.6,12.6,32.5,8.5,3223,45.7,93.1,2254,26.5,85,2370,7.3,87.6,1725,20.5,82.7,2303,0,93.7,2189,,,,,,,,,,
Festa, Matthew,670036,2019,26,20,22.1,101,83,20,8,5,2,5,21,12,20.8,11.9,.241,.530,.337,.867,14,15,0,2,0,2,5.64,.241,.231,.454,.355,.339,.339,.223,89.1,16.3,30.8,10.8,381,46.2,92.6,2283,39.4,86.2,2458,,,,7.3,81.7,2586,6.3,92,2140,0.8,92.1,2389,,,,,,,
Schreiber, John,670167,2019,25,13,13.0,59,54,16,12,1,0,3,19,4,32.2,6.8,.296,.481,.356,.837,9,9,0,1,2,0,6.23,.296,.233,.390,.355,.298,.298,.157,86.9,14.7,42.9,8.6,249,53.8,91.8,2093,,,,6.4,86.3,1321,31.3,78.9,2449,8.4,91.2,2035,,,,,,,,,,
Hammer, JD,670456,2019,25,20,19.0,81,69,15,9,3,1,2,13,12,16.0,14.8,.217,.377,.333,.710,8,8,0,1,1,0,3.79,.217,.284,.479,.315,.377,.397,.195,89.5,16.8,39.3,7.1,338,54.7,94.4,2234,45.3,84.5,2469,,,,,,,,,,,,,,,,,,,
Richards, Trevor,670950,2019,26,30,135.1,580,510,127,80,25,3,19,127,56,21.9,9.7,.249,.422,.324,.746,61,63,0,0,6,12,4.06,.249,.233,.407,.316,.310,.316,.173,88.5,17.8,34.9,6.4,2288,43.7,90.8,2139,,,,38.5,83.4,2391,7.3,78.9,2228,,,,10.6,85.2,2030,,,,,,,
Bolanos, Ronald,671790,2019,23,5,19.2,88,74,17,7,6,1,3,19,12,21.6,13.6,.230,.459,.341,.800,13,13,0,0,0,2,5.95,.230,.286,.439,.338,.362,.390,.153,90,10.9,37.5,5.4,344,54.9,94.3,2239,11,83,2574,5.2,86.2,1376,20.6,76.4,2650,8.1,94.1,2238,,,,,,,,,,
Luciano, Elvis,672773,2019,19,25,33.2,159,131,36,21,11,0,4,27,24,17.0,15.1,.275,.450,.396,.847,20,20,0,0,1,0,5.35,.275,.254,.428,.364,.351,.379,.175,89.7,13.7,34.3,7.6,635,55.3,94.1,2286,25.5,84.4,2188,19.2,87.8,1747,,,,,,,,,,,,,,,,
Baez, Michel,673258,2019,23,24,29.2,131,112,25,15,7,0,3,28,14,21.4,10.7,.223,.366,.321,.687,10,10,0,0,1,1,3.03,.223,.226,.362,.295,.300,.328,.136,87.7,16.9,34.9,4.7,521,58.7,96,2382,5.2,84.8,2071,33.2,86,1719,2.9,78.2,2062,,,,,,,,,,,,,
Hirano, Yoshihisa,673633,2019,35,62,53.0,233,205,51,35,9,0,7,61,22,26.2,9.4,.249,.395,.326,.721,28,31,1,5,5,5,4.75,.249,.217,.380,.308,.295,.302,.163,88.2,11.4,32,5.4,934,48,91.1,2199,0.3,73.5,2138,,,,,,,,,,,,,51.7,83.8,1271,,,,
Margevicius, Nick,676606,2019,23,17,57.0,263,238,73,41,19,1,12,42,19,16.0,7.2,.307,.546,.361,.907,43,46,0,0,2,6,6.79,.307,.289,.498,.379,.359,.349,.209,88.5,10.3,35.7,7,958,54.1,88.3,2159,25.3,80.2,1960,7.2,79,1816,13.5,70.8,1939,,,,,,,,,,,,,
Dobnak, Randy,677976,2019,24,9,28.1,118,110,27,23,3,0,1,23,5,19.5,4.2,.245,.300,.297,.597,5,9,1,0,2,1,1.59,.245,.254,.362,.264,.293,.304,.108,88.6,6,26.4,2.3,427,22.7,93.4,2051,27.9,84.1,2392,12.9,85.7,1653,,,,36.5,92.2,1944,,,,,,,,,,
